HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2456857.12704,2014-07-18.6231229,bb,2.03,16.134,>16.134,99.990,-0.028,0.270,V
2456858.11938,2014-07-19.6154189,ba,1.79,16.688,>16.688,99.990,0.175,0.162,V
2456858.12534,2014-07-19.6213737,bb,1.68,16.475,>16.475,99.990,0.238,0.197,V
2456858.12688,2014-07-19.6229159,bb,1.73,16.268,>16.268,99.990,0.244,0.239,V
2456859.96766,2014-07-21.4636018,ba,2.27,16.861,16.849,0.217,0.699,0.138,V
2456861.97144,2014-07-23.4672792,bb,1.64,16.298,>16.298,99.990,0.509,0.232,V
2456861.97286,2014-07-23.4687112,bb,1.70,16.120,>16.120,99.990,0.041,0.273,V
2456862.96005,2014-07-24.4558468,ba,2.04,17.005,>17.005,99.990,0.263,0.121,V
2456862.96146,2014-07-24.4572634,ba,2.04,17.318,>17.318,99.990,0.349,0.091,V
2456862.97127,2014-07-24.4670722,bb,1.73,16.812,>16.812,99.990,0.484,0.145,V
2456862.97280,2014-07-24.4686041,bb,1.74,16.957,>16.957,99.990,0.577,0.127,V
2456863.95150,2014-07-25.4472605,ba,1.84,17.095,16.966,0.195,0.628,0.111,V
2456863.95302,2014-07-25.4487754,ba,1.81,17.113,>17.113,99.990,0.474,0.110,V
2456863.96607,2014-07-25.4618256,bb,1.63,17.115,>17.115,99.990,0.272,0.109,V
2456863.96750,2014-07-25.4632570,bb,1.70,16.925,>16.925,99.990,0.400,0.130,V
2456864.95317,2014-07-26.4488765,ba,1.75,17.090,16.985,0.199,0.617,0.112,V
2456865.95653,2014-07-27.4521946,ba,1.70,17.088,>17.088,99.990,0.390,0.112,V
2456865.95801,2014-07-27.4536788,ba,1.66,17.150,>17.150,99.990,0.393,0.106,V
2456865.96761,2014-07-27.4632829,bb,1.79,16.926,>16.926,99.990,0.539,0.130,V
2456865.96911,2014-07-27.4647769,bb,2.00,17.026,>17.026,99.990,0.513,0.119,V
2456866.95441,2014-07-28.4500413,ba,1.64,17.286,17.285,0.219,0.468,0.093,V
2456866.95593,2014-07-28.4515628,ba,1.64,17.046,>17.046,99.990,0.308,0.117,V
2456867.95704,2014-07-29.4526295,ba,1.62,17.046,>17.046,99.990,0.466,0.117,V
2456867.95871,2014-07-29.4543081,ba,1.66,17.015,>17.015,99.990,0.312,0.120,V
2456868.93850,2014-07-30.4340494,ba,1.64,16.980,>16.980,99.990,0.217,0.124,V
2456868.93992,2014-07-30.4354679,ba,1.70,17.030,>17.030,99.990,0.137,0.118,V
2456868.95290,2014-07-30.4484422,bb,2.02,16.972,>16.972,99.990,0.337,0.125,V
2456868.95430,2014-07-30.4498481,bb,2.02,16.802,>16.802,99.990,0.302,0.146,V
2456869.91426,2014-07-31.4097768,bb,1.71,16.855,>16.855,99.990,0.399,0.139,V
2456869.91565,2014-07-31.4111667,bb,1.71,16.860,>16.860,99.990,0.547,0.138,V
2456873.96828,2014-08-04.4636512,bb,1.68,16.814,>16.814,99.990,0.193,0.144,V
2456873.96973,2014-08-04.4650916,bb,1.70,16.819,>16.819,99.990,0.211,0.144,V
2456874.92304,2014-08-05.4183744,bb,1.81,16.652,>16.652,99.990,0.453,0.168,V
2456874.92450,2014-08-05.4198417,bb,1.99,16.628,>16.628,99.990,0.709,0.171,V
2456874.93858,2014-08-05.4339282,ba,2.27,16.607,>16.607,99.990,0.143,0.175,V
2456874.94074,2014-08-05.4360832,ba,2.18,16.782,>16.782,99.990,0.443,0.149,V
2456875.94044,2014-08-06.4357493,ba,2.05,16.552,>16.552,99.990,0.650,0.184,V
2456875.94194,2014-08-06.4372475,ba,2.06,16.571,>16.571,99.990,0.322,0.181,V
2456875.95233,2014-08-06.4476361,bb,1.74,16.557,>16.557,99.990,0.111,0.183,V
2456875.95380,2014-08-06.4491023,bb,1.81,16.842,>16.842,99.990,0.093,0.141,V
2456876.93407,2014-08-07.4293498,ba,2.00,16.332,>16.332,99.990,0.391,0.225,V
2456876.93552,2014-08-07.4307930,ba,2.10,16.272,>16.272,99.990,0.228,0.238,V
2456876.94903,2014-08-07.4443048,bb,1.99,16.352,>16.352,99.990,0.614,0.221,V
2456876.95049,2014-08-07.4457663,bb,1.98,16.364,>16.364,99.990,0.673,0.219,V
2456881.91196,2014-08-12.4070965,ba,2.00,16.099,>16.099,99.990,-0.318,0.279,V
2456881.91334,2014-08-12.4084835,ba,1.85,15.888,>15.888,99.990,-0.179,0.339,V
2456883.91474,2014-08-14.4098450,ba,1.78,16.259,>16.259,99.990,0.571,0.241,V
2456885.04589,2014-08-15.5409734,ba,2.03,16.478,>16.478,99.990,0.251,0.197,V
2456885.04734,2014-08-15.5424217,ba,2.04,16.390,>16.390,99.990,0.224,0.213,V
2456885.05456,2014-08-15.5496458,bb,1.75,16.445,>16.445,99.990,0.448,0.203,V
2456885.05600,2014-08-15.5510758,bb,1.68,16.425,>16.425,99.990,-0.011,0.207,V
2456885.92053,2014-08-16.4155912,ba,1.78,16.571,>16.571,99.990,0.578,0.180,V
2456885.92200,2014-08-16.4170543,ba,1.78,16.743,16.103,0.122,1.390,0.154,V
2456885.93242,2014-08-16.4274765,bb,1.71,16.780,>16.780,99.990,0.365,0.149,V
2456885.93388,2014-08-16.4289350,bb,1.73,16.748,>16.748,99.990,0.542,0.153,V
2456886.05780,2014-08-16.5528604,bb,1.68,16.548,>16.548,99.990,0.306,0.184,V
2456886.05928,2014-08-16.5543362,bb,1.67,16.626,>16.626,99.990,0.307,0.172,V
2456887.05572,2014-08-17.5507625,bb,2.17,16.487,>16.487,99.990,0.864,0.195,V
2456887.05730,2014-08-17.5523384,bb,2.08,16.469,>16.469,99.990,0.261,0.198,V
2456888.06354,2014-08-18.5585711,bb,2.03,16.650,>16.650,99.990,0.624,0.168,V
2456888.06504,2014-08-18.5600843,bb,2.02,16.671,>16.671,99.990,0.128,0.165,V
2456888.90788,2014-08-19.4028954,ba,1.71,17.021,>17.021,99.990,0.301,0.119,V
2456888.90929,2014-08-19.4043028,ba,1.59,16.980,>16.980,99.990,0.493,0.124,V
2456888.94592,2014-08-19.4409304,bb,2.06,16.842,>16.842,99.990,0.492,0.141,V
2456888.94733,2014-08-19.4423472,bb,2.08,17.009,16.940,0.206,0.642,0.121,V
2456889.04087,2014-08-19.5358804,bb,2.05,16.847,>16.847,99.990,0.364,0.140,V
2456889.04230,2014-08-19.5373101,bb,2.05,16.773,>16.773,99.990,0.372,0.150,V
2456889.90722,2014-08-20.4022226,ba,1.67,16.967,>16.967,99.990,0.279,0.125,V
2456889.90863,2014-08-20.4036309,ba,1.64,16.949,>16.949,99.990,0.529,0.128,V
2456889.91583,2014-08-20.4108238,bb,2.02,17.017,16.895,0.196,0.670,0.120,V
2456889.91724,2014-08-20.4122344,bb,2.02,16.883,>16.883,99.990,0.523,0.135,V
2456890.90447,2014-08-21.3994615,ba,1.68,17.008,>17.008,99.990,0.495,0.121,V
2456890.90589,2014-08-21.4008782,ba,1.64,16.953,>16.953,99.990,0.418,0.127,V
2456890.91887,2014-08-21.4138585,bb,1.78,16.880,>16.880,99.990,0.388,0.136,V
2456890.92029,2014-08-21.4152774,bb,1.97,16.789,>16.789,99.990,0.583,0.148,V
2456891.90708,2014-08-22.4020555,ba,1.66,17.000,16.819,0.186,0.718,0.122,V
2456891.90853,2014-08-22.4035082,ba,1.68,17.009,>17.009,99.990,0.545,0.121,V
2456891.91887,2014-08-22.4138472,bb,1.66,16.881,>16.881,99.990,0.237,0.136,V
2456891.92032,2014-08-22.4152961,bb,1.72,16.909,>16.909,99.990,0.178,0.132,V
2456892.91022,2014-08-23.4051877,ba,1.72,17.010,>17.010,99.990,0.491,0.121,V
2456892.91170,2014-08-23.4066675,ba,1.98,16.999,>16.999,99.990,0.555,0.122,V
2456892.92525,2014-08-23.4202162,bb,1.75,16.880,>16.880,99.990,0.388,0.136,V
2456892.92674,2014-08-23.4217061,bb,1.77,17.048,16.985,0.207,0.617,0.116,V
2456894.89984,2014-08-25.3947899,ba,1.71,16.917,>16.917,99.990,0.533,0.131,V
2456894.90124,2014-08-25.3961921,ba,1.76,16.931,>16.931,99.990,0.322,0.130,V
2456894.91412,2014-08-25.4090761,bb,1.69,17.015,>17.015,99.990,0.291,0.120,V
2456894.91554,2014-08-25.4104855,bb,1.72,17.047,16.848,0.183,0.699,0.116,V
2456895.90780,2014-08-26.4027446,ba,2.01,16.837,>16.837,99.990,0.513,0.141,V
2456895.90919,2014-08-26.4041383,ba,2.08,16.944,>16.944,99.990,0.537,0.128,V
2456895.92018,2014-08-26.4151239,bb,1.71,16.892,>16.892,99.990,0.170,0.134,V
2456895.92157,2014-08-26.4165098,bb,1.73,16.896,>16.896,99.990,0.306,0.134,V
2456896.89604,2014-08-27.3909865,ba,1.67,16.919,>16.919,99.990,0.493,0.131,V
2456896.89746,2014-08-27.3924048,ba,1.73,17.041,>17.041,99.990,0.414,0.117,V
2456896.91041,2014-08-27.4053582,bb,1.73,16.872,>16.872,99.990,0.562,0.137,V
2456896.91185,2014-08-27.4067895,bb,2.01,16.745,>16.745,99.990,0.069,0.154,V
2456897.90320,2014-08-28.3981420,bb,1.73,16.814,>16.814,99.990,0.322,0.144,V
2456897.90462,2014-08-28.3995615,bb,2.01,16.913,>16.913,99.990,0.276,0.132,V
2456898.90020,2014-08-29.3951371,ba,1.71,17.086,17.062,0.215,0.574,0.112,V
2456898.90163,2014-08-29.3965658,ba,1.66,16.960,>16.960,99.990,0.584,0.126,V
2456899.92166,2014-08-30.4166075,bb,1.64,17.008,>17.008,99.990,0.524,0.121,V
2456899.92315,2014-08-30.4180877,bb,1.71,16.928,>16.928,99.990,0.438,0.130,V
2456900.88762,2014-08-31.3825650,ba,1.77,16.999,>16.999,99.990,0.371,0.122,V
2456900.88903,2014-08-31.3839657,ba,1.75,16.808,>16.808,99.990,0.441,0.145,V
2456900.90191,2014-08-31.3968456,bb,1.68,16.907,>16.907,99.990,0.502,0.132,V
2456900.90331,2014-08-31.3982508,bb,1.80,17.023,>17.023,99.990,0.302,0.119,V
2456902.87730,2014-09-02.3722459,ba,1.71,16.871,>16.871,99.990,0.230,0.137,V
2456902.87870,2014-09-02.3736451,ba,1.65,16.903,>16.903,99.990,0.509,0.133,V
2456902.90031,2014-09-02.3952543,bb,1.99,16.948,>16.948,99.990,0.195,0.128,V
2456902.90172,2014-09-02.3966733,bb,1.80,16.834,>16.834,99.990,0.473,0.142,V
2456904.88440,2014-09-04.3793609,ba,1.73,16.528,>16.528,99.990,0.068,0.188,V
2456904.88581,2014-09-04.3807682,ba,1.71,16.499,>16.499,99.990,0.516,0.193,V
2456904.89870,2014-09-04.3936567,bb,1.69,16.368,>16.368,99.990,0.410,0.218,V
2456904.90010,2014-09-04.3950575,bb,1.71,16.506,>16.506,99.990,-0.080,0.192,V
2456909.87561,2014-09-09.3706211,ba,1.77,15.639,>15.639,99.990,0.895,0.426,V
2456909.87703,2014-09-09.3720447,ba,1.80,15.591,>15.591,99.990,0.013,0.445,V
2456909.90483,2014-09-09.3998421,bb,1.98,15.619,>15.619,99.990,-1.234,0.434,V
2456909.90626,2014-09-09.4012662,bb,1.97,15.709,>15.709,99.990,-0.675,0.399,V
2456911.96936,2014-09-11.4644006,ba,1.61,16.068,>16.068,99.990,-0.054,0.287,V
2456911.97081,2014-09-11.4658552,ba,1.70,16.068,>16.068,99.990,0.790,0.287,V
2456911.97826,2014-09-11.4732986,bb,1.76,16.058,>16.058,99.990,0.201,0.289,V
2456911.97972,2014-09-11.4747597,bb,1.72,16.055,>16.055,99.990,0.624,0.290,V
2456913.96562,2014-09-13.4606914,ba,1.70,16.431,>16.431,99.990,0.695,0.205,V
2456913.96712,2014-09-13.4621912,ba,1.68,16.349,>16.349,99.990,-0.074,0.222,V
2456914.87179,2014-09-14.3668833,ba,1.74,16.837,>16.837,99.990,0.429,0.141,V
2456914.87325,2014-09-14.3683457,ba,1.77,16.810,>16.810,99.990,0.374,0.145,V
2456914.88372,2014-09-14.3788091,bb,1.78,16.741,>16.741,99.990,0.490,0.154,V
2456914.88519,2014-09-14.3802891,bb,1.99,16.887,>16.887,99.990,0.179,0.135,V
2456915.87277,2014-09-15.3678891,ba,1.86,16.668,>16.668,99.990,0.276,0.165,V
2456915.87429,2014-09-15.3694064,ba,1.73,16.872,16.661,0.181,0.831,0.137,V
2456916.87583,2014-09-16.3709672,bb,1.67,16.945,>16.945,99.990,0.617,0.128,V
2456916.87724,2014-09-16.3723789,bb,1.68,16.938,>16.938,99.990,0.433,0.129,V
2456917.87001,2014-09-17.3651790,ba,1.74,17.074,>17.074,99.990,0.452,0.114,V
2456917.87147,2014-09-17.3666384,ba,1.69,16.892,>16.892,99.990,0.476,0.134,V
2456917.88156,2014-09-17.3767197,bb,1.72,16.891,>16.891,99.990,0.121,0.134,V
2456917.88296,2014-09-17.3781192,bb,1.76,17.089,16.763,0.162,0.757,0.112,V
2456918.86403,2014-09-18.3592200,ba,1.78,16.938,>16.938,99.990,0.252,0.129,V
2456918.87469,2014-09-18.3698728,bb,1.74,16.860,>16.860,99.990,0.516,0.138,V
2456918.87614,2014-09-18.3713254,bb,1.71,17.187,16.989,0.183,0.614,0.102,V
2456919.86640,2014-09-19.3616167,ba,1.67,16.975,>16.975,99.990,0.405,0.124,V
2456919.86797,2014-09-19.3631805,ba,1.75,17.056,>17.056,99.990,0.324,0.115,V
2456919.88204,2014-09-19.3772473,bb,1.73,16.908,>16.908,99.990,0.286,0.132,V
2456919.88355,2014-09-19.3787613,bb,1.77,16.907,>16.907,99.990,0.226,0.132,V
2456920.86510,2014-09-20.3603420,ba,1.64,17.031,>17.031,99.990,0.516,0.118,V
2456920.86660,2014-09-20.3618400,ba,1.73,16.935,16.875,0.208,0.682,0.129,V
2456920.87669,2014-09-20.3719363,bb,1.71,16.824,>16.824,99.990,0.582,0.143,V
2456920.87812,2014-09-20.3733662,bb,1.69,16.928,>16.928,99.990,0.383,0.130,V
2456922.87433,2014-09-22.3696297,bb,1.70,16.797,>16.797,99.990,0.492,0.147,V
2456924.85707,2014-09-24.3524350,ba,2.02,16.810,16.804,0.218,0.728,0.145,V
2456924.85849,2014-09-24.3538437,ba,2.00,17.056,>17.056,99.990,0.522,0.116,V
2456924.86961,2014-09-24.3649945,bb,1.75,17.029,16.924,0.199,0.652,0.118,V
2456924.87109,2014-09-24.3664527,bb,1.75,17.063,>17.063,99.990,0.503,0.115,V
2456928.84321,2014-09-28.3387177,ba,1.76,16.718,16.614,0.199,0.868,0.158,V
2456928.84464,2014-09-28.3401432,ba,1.73,16.796,16.482,0.164,0.980,0.147,V
2456928.85496,2014-09-28.3504675,bb,1.70,16.807,>16.807,99.990,0.143,0.145,V
2456928.85644,2014-09-28.3519407,bb,1.72,16.833,>16.833,99.990,0.546,0.142,V
2456929.84720,2014-09-29.3427449,ba,1.89,16.827,>16.827,99.990,0.107,0.143,V
2456929.84866,2014-09-29.3442045,ba,1.75,16.918,>16.918,99.990,0.200,0.131,V
2456929.86215,2014-09-29.3576974,bb,1.64,16.666,>16.666,99.990,0.383,0.165,V
2456929.86364,2014-09-29.3591883,bb,1.67,16.859,>16.859,99.990,0.552,0.139,V
2456930.84474,2014-09-30.3403313,ba,1.69,16.765,>16.765,99.990,0.400,0.151,V
2456931.83364,2014-10-01.3292671,ba,1.69,16.792,>16.792,99.990,0.622,0.147,V
2456931.83507,2014-10-01.3306899,ba,1.64,16.674,>16.674,99.990,0.023,0.164,V
2456931.84821,2014-10-01.3438336,bb,2.00,16.565,>16.565,99.990,0.359,0.182,V
2456931.84968,2014-10-01.3453033,bb,1.79,16.793,>16.793,99.990,0.670,0.147,V
2456932.82376,2014-10-02.3194189,bb,1.99,16.363,>16.363,99.990,0.482,0.219,V
2456932.82516,2014-10-02.3208325,bb,2.01,16.588,>16.588,99.990,0.192,0.178,V
2456933.83828,2014-10-03.3339914,ba,1.74,15.248,>15.248,99.990,0.450,0.610,V
2456933.83973,2014-10-03.3354398,ba,1.72,15.283,>15.283,99.990,1.567,0.591,V
2456933.88333,2014-10-03.3790361,bb,1.64,16.250,>16.250,99.990,0.863,0.243,V
2456934.83687,2014-10-04.3326218,ba,1.85,15.677,>15.677,99.990,-0.026,0.411,V
2456934.83827,2014-10-04.3340267,ba,1.84,15.596,>15.596,99.990,1.029,0.443,V
2456937.84493,2014-10-07.3408178,bb,2.01,15.795,>15.795,99.990,0.271,0.369,V
2456937.84632,2014-10-07.3422173,bb,2.00,15.850,>15.850,99.990,-0.519,0.351,V
2456938.82092,2014-10-08.3168636,ba,1.96,14.990,>14.990,99.990,1.740,0.774,V
2456938.82232,2014-10-08.3182578,ba,1.81,14.915,>14.915,99.990,0.001,0.829,V
2456938.83521,2014-10-08.3311466,bb,1.80,15.462,>15.462,99.990,1.097,0.501,V
2456938.83667,2014-10-08.3326091,bb,1.76,15.365,>15.365,99.990,-0.083,0.548,V
2456939.89699,2014-10-09.3929781,ba,1.79,15.748,>15.748,99.990,0.357,0.385,V
2456939.89840,2014-10-09.3943947,ba,1.77,15.711,>15.711,99.990,0.408,0.399,V
2456939.90860,2014-10-09.4045923,bb,1.67,15.673,>15.673,99.990,0.268,0.413,V
2456939.91007,2014-10-09.4060643,bb,1.69,15.900,>15.900,99.990,0.137,0.335,V
2456940.89399,2014-10-10.3900288,ba,2.12,15.958,>15.958,99.990,0.415,0.318,V
2456940.89658,2014-10-10.3926300,ba,2.12,15.942,>15.942,99.990,0.402,0.322,V
2456941.83949,2014-10-11.3355890,bb,1.99,16.370,>16.370,99.990,0.430,0.217,V
2456941.84107,2014-10-11.3371597,bb,1.77,16.420,>16.420,99.990,0.450,0.207,V
2456942.82701,2014-10-12.3231585,ba,2.04,16.327,>16.327,99.990,0.568,0.226,V
2456942.82861,2014-10-12.3247554,ba,1.83,16.374,>16.374,99.990,0.110,0.217,V
2456967.76145,2014-11-06.2592071,ba,1.77,15.919,>15.919,99.990,0.302,0.329,V
2456967.76286,2014-11-06.2606225,ba,1.97,15.771,>15.771,99.990,0.369,0.377,V
2456967.77622,2014-11-06.2739803,bb,1.66,15.918,>15.918,99.990,0.424,0.329,V
2456967.77768,2014-11-06.2754405,bb,1.72,15.957,>15.957,99.990,0.583,0.318,V
2456968.76147,2014-11-07.2593013,ba,2.11,14.099,>14.099,99.990,-1.929,1.759,V
2456969.74571,2014-11-08.2436166,bb,1.72,16.383,>16.383,99.990,0.392,0.215,V
2456969.74716,2014-11-08.2450649,bb,1.70,16.484,>16.484,99.990,0.762,0.196,V
2456969.78728,2014-11-08.2851863,ba,1.76,16.075,>16.075,99.990,0.461,0.285,V
2456969.78867,2014-11-08.2865775,ba,2.00,16.170,>16.170,99.990,0.252,0.261,V
2456970.68991,2014-11-09.1878890,ba,2.10,15.631,>15.631,99.990,0.308,0.429,V
2456970.69140,2014-11-09.1893842,ba,2.02,15.963,>15.963,99.990,0.080,0.316,V
2456970.75957,2014-11-09.2575586,ba,1.78,16.342,>16.342,99.990,0.304,0.223,V
2456970.76097,2014-11-09.2589560,ba,1.81,16.288,>16.288,99.990,0.687,0.234,V
2456970.78062,2014-11-09.2786006,bb,2.01,16.356,>16.356,99.990,0.189,0.220,V
2456970.78202,2014-11-09.2800043,bb,2.00,16.183,>16.183,99.990,0.298,0.258,V
2456971.71890,2014-11-10.2169539,ba,2.02,16.891,>16.891,99.990,0.662,0.134,V
2456971.72040,2014-11-10.2184521,ba,2.03,16.856,>16.856,99.990,0.520,0.139,V
2456972.71699,2014-11-11.2151273,ba,1.73,16.783,>16.783,99.990,0.377,0.149,V
2456972.71848,2014-11-11.2166118,ba,1.79,16.928,16.927,0.219,0.650,0.130,V
2456972.76805,2014-11-11.2661920,bb,2.03,16.796,>16.796,99.990,0.262,0.147,V
2456972.76960,2014-11-11.2677473,bb,2.01,16.632,>16.632,99.990,0.401,0.171,V
2456973.71207,2014-11-12.2102829,ba,1.70,16.864,>16.864,99.990,0.470,0.138,V
2456973.71357,2014-11-12.2117765,ba,1.67,16.998,>16.998,99.990,0.499,0.122,V
2456973.77477,2014-11-12.2729875,bb,1.74,16.843,>16.843,99.990,0.279,0.140,V
2456973.77618,2014-11-12.2743937,bb,1.76,16.986,>16.986,99.990,0.450,0.123,V
2456979.74072,2014-11-18.2393925,ba,2.31,16.649,>16.649,99.990,0.487,0.168,V
2456979.74218,2014-11-18.2408583,ba,2.26,16.860,>16.860,99.990,0.477,0.138,V
2456979.78226,2014-11-18.2810015,bb,2.20,17.029,>17.029,99.990,0.550,0.118,V
2456979.78365,2014-11-18.2823306,bb,2.19,16.912,>16.912,99.990,0.627,0.132,V
2456980.69775,2014-11-19.1965094,ba,2.49,16.526,>16.526,99.990,0.442,0.188,V
2456980.69919,2014-11-19.1979469,ba,2.46,16.863,>16.863,99.990,0.092,0.138,V
2456980.75539,2014-11-19.2541482,ba,2.25,16.796,>16.796,99.990,0.581,0.147,V
2456980.75690,2014-11-19.2556608,ba,2.27,16.863,>16.863,99.990,0.201,0.138,V
2456980.76465,2014-11-19.2634096,bb,2.36,16.937,>16.937,99.990,0.558,0.129,V
2456980.76630,2014-11-19.2650589,bb,2.34,16.876,>16.876,99.990,0.543,0.136,V
2456981.75215,2014-11-20.2509976,ba,1.77,16.971,>16.971,99.990,0.160,0.125,V
2456981.75369,2014-11-20.2525281,ba,1.81,16.648,>16.648,99.990,0.259,0.168,V
2456982.74366,2014-11-21.2425782,ba,1.68,16.993,>16.993,99.990,0.439,0.122,V
2456982.74508,2014-11-21.2439986,ba,1.68,16.929,>16.929,99.990,0.514,0.130,V
2456983.75118,2014-11-22.2501837,bb,2.04,16.982,>16.982,99.990,0.513,0.124,V
2456983.75265,2014-11-22.2516724,bb,2.06,16.897,>16.897,99.990,0.576,0.134,V
2456984.73137,2014-11-23.2304697,ba,1.74,16.813,>16.813,99.990,0.341,0.144,V
2456984.73282,2014-11-23.2318935,ba,1.68,16.829,>16.829,99.990,0.506,0.142,V
2456985.72821,2014-11-24.2273677,ba,1.69,17.034,>17.034,99.990,0.344,0.118,V
2456985.72964,2014-11-24.2287967,ba,1.70,16.879,>16.879,99.990,0.496,0.136,V
2456985.74872,2014-11-24.2478920,bb,1.99,17.007,>17.007,99.990,0.307,0.121,V
2456985.75021,2014-11-24.2493778,bb,1.82,16.912,>16.912,99.990,0.051,0.132,V
2456986.72790,2014-11-25.2271322,ba,1.73,16.944,>16.944,99.990,0.550,0.128,V
2456986.72938,2014-11-25.2286137,ba,1.65,16.880,>16.880,99.990,0.483,0.136,V
2456986.74852,2014-11-25.2477527,bb,1.79,16.724,>16.724,99.990,0.442,0.157,V
2456986.75002,2014-11-25.2492539,bb,1.84,16.934,>16.934,99.990,0.422,0.129,V
2456989.72295,2014-11-28.2224287,ba,1.81,16.521,>16.521,99.990,0.392,0.189,V
2456989.72438,2014-11-28.2238581,ba,1.82,16.624,>16.624,99.990,0.261,0.172,V
2456990.75084,2014-11-29.2503995,bb,2.14,16.391,>16.391,99.990,0.317,0.213,V
2456990.75222,2014-11-29.2517814,bb,2.10,16.289,>16.289,99.990,0.459,0.234,V
2456991.72201,2014-11-30.2216496,ba,1.77,16.367,>16.367,99.990,0.725,0.218,V
2456991.72346,2014-11-30.2231026,ba,1.82,16.284,>16.284,99.990,0.475,0.235,V
2456992.71675,2014-12-01.2164656,ba,1.64,16.211,>16.211,99.990,0.672,0.252,V
2456992.71825,2014-12-01.2179687,ba,1.61,16.157,>16.157,99.990,0.051,0.264,V
2456992.72279,2014-12-01.2225097,ba,1.68,16.227,>16.227,99.990,0.153,0.248,V
2456992.72422,2014-12-01.2239327,ba,1.71,16.319,>16.319,99.990,0.614,0.228,V
2456992.74672,2014-12-01.2464422,bb,1.77,16.212,>16.212,99.990,0.210,0.251,V
2456992.74815,2014-12-01.2478721,bb,1.70,16.415,>16.415,99.990,-0.084,0.208,V
2456993.71010,2014-12-02.2098958,ba,1.75,16.312,>16.312,99.990,0.345,0.229,V
2456993.71149,2014-12-02.2112905,ba,1.61,16.021,>16.021,99.990,0.433,0.300,V
2456993.71596,2014-12-02.2157622,ba,1.67,16.199,>16.199,99.990,0.087,0.254,V
2456993.71739,2014-12-02.2171863,ba,1.71,16.140,>16.140,99.990,0.189,0.269,V
2456993.73919,2014-12-02.2389892,bb,1.80,16.531,>16.531,99.990,0.151,0.187,V
2456993.74067,2014-12-02.2404652,bb,1.75,16.125,>16.125,99.990,0.452,0.272,V
2456997.71128,2014-12-06.2113991,ba,2.12,15.742,>15.742,99.990,0.319,0.387,V
2456997.71270,2014-12-06.2128233,ba,2.07,15.863,>15.863,99.990,0.363,0.346,V
2456997.73514,2014-12-06.2352627,bb,2.41,15.810,>15.810,99.990,0.515,0.364,V
2456997.73714,2014-12-06.2372589,bb,2.15,15.994,>15.994,99.990,1.351,0.307,V
2456998.71034,2014-12-07.2105370,ba,1.75,16.016,>16.016,99.990,1.206,0.301,V
2456998.71176,2014-12-07.2119549,ba,1.67,16.040,>16.040,99.990,-0.494,0.294,V
2456998.71910,2014-12-07.2193015,bb,2.31,16.153,>16.153,99.990,0.475,0.265,V
2456998.72049,2014-12-07.2206944,bb,2.28,16.146,>16.146,99.990,0.580,0.267,V
2456999.70740,2014-12-08.2076729,ba,2.07,16.892,>16.892,99.990,0.219,0.134,V
2456999.70882,2014-12-08.2091001,ba,2.04,16.856,>16.856,99.990,0.635,0.139,V
2456999.72048,2014-12-08.2207539,bb,2.49,16.516,>16.516,99.990,0.752,0.190,V
2457001.69603,2014-12-10.1964643,ba,2.13,16.442,>16.442,99.990,0.659,0.203,V
2457001.69848,2014-12-10.1989107,ba,2.14,16.544,>16.544,99.990,0.422,0.185,V
2457001.73408,2014-12-10.2345446,bb,2.40,16.722,>16.722,99.990,0.525,0.157,V
2457001.73555,2014-12-10.2359893,bb,2.42,16.794,>16.794,99.990,0.411,0.147,V
2457002.70527,2014-12-11.2057826,bb,1.74,16.582,>16.582,99.990,0.616,0.179,V
2457002.70669,2014-12-11.2072028,bb,1.72,16.866,>16.866,99.990,0.428,0.138,V
2457003.68899,2014-12-12.1895865,ba,2.49,15.736,>15.736,99.990,0.582,0.390,V
2457003.70810,2014-12-12.2086959,bb,1.70,16.761,>16.761,99.990,0.346,0.152,V
2457003.70951,2014-12-12.2101054,bb,1.69,16.896,16.752,0.192,0.764,0.134,V
2457004.70553,2014-12-13.2061958,bb,1.77,16.982,>16.982,99.990,0.222,0.124,V
2457004.70719,2014-12-13.2078582,bb,1.75,17.054,16.886,0.188,0.675,0.116,V
2457005.69200,2014-12-14.1927476,ba,2.00,16.065,>16.065,99.990,0.587,0.288,V
2457005.69340,2014-12-14.1941497,ba,2.09,16.155,>16.155,99.990,0.109,0.265,V
2457005.70762,2014-12-14.2083697,bb,2.10,16.613,>16.613,99.990,0.334,0.174,V
2457005.70964,2014-12-14.2103894,bb,2.04,16.280,>16.280,99.990,0.217,0.236,V
2457013.69579,2014-12-22.1971502,bb,1.75,16.184,>16.184,99.990,0.473,0.258,V
2457013.69719,2014-12-22.1985510,bb,1.79,16.226,>16.226,99.990,0.674,0.248,V
2457110.13967,2015-03-28.6436579,ba,1.70,15.990,>15.990,99.990,0.041,0.308,V
2457110.14127,2015-03-28.6452621,ba,1.73,15.715,>15.715,99.990,-0.086,0.397,V
2457117.13906,2015-04-04.6427569,bb,1.90,99.990,99.990,99.990,99.990,99.990,V
2457119.12640,2015-04-06.6300006,ba,2.04,15.661,>15.661,99.990,-0.305,0.417,V
2457119.12795,2015-04-06.6315443,ba,2.01,15.642,>15.642,99.990,0.521,0.425,V
2457122.13405,2015-04-09.6374931,bb,1.73,15.977,>15.977,99.990,0.564,0.312,V
